정렬No.,출처파일,위치,기기번호,게이트명,표기명,입출구분,공간구분_NM,공간구분_code,세부유형_NM,세부유형_code,Tag_Code,라벨링_활동
2833,입출문기록(24.6. ~ 25. 6.),SBL P5,516-65-1-1,516-65 P5_MS동_1층_MS-1126(유독물창고),P5_MS동_1층_MS-1126(유독물창고),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2834,입출문기록(24.6. ~ 25. 6.),SBL P5,516-66-1-1,516-66 P5_GMP_1F_MS-1107(Incoming Dock-2),P5_GMP_1F_MS-1107(Incoming Dock-2),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2835,입출문기록(24.6. ~ 25. 6.),SBL P5,516-66-1-1,516-66 P5_MS동_1층_MS-1107(반입도크-2),P5_MS동_1층_MS-1107(반입도크-2),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2836,입출문기록(24.6. ~ 25. 6.),SBL P5,516-67-1-1,516-67 P5_GMP_1F_MS-1103(CRT Vestibule-1),P5_GMP_1F_MS-1103(CRT Vestibule-1),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2837,입출문기록(24.6. ~ 25. 6.),SBL P5,516-67-1-1,516-67 P5_MS동_1층_MS-1104(상온창고 전실),P5_MS동_1층_MS-1104(상온창고 전실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2838,입출문기록(24.6. ~ 25. 6.),SBL P5,516-68-1-1,516-68 P5_MS동_3층_MS-3101(SPARE PART STORAGE),P5_MS동_3층_MS-3101(SPARE PART STORAGE),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2839,입출문기록(24.6. ~ 25. 6.),SBL P5,516-7-1-1,516-07 P5_GMP_1F_MS-1702B(Coldroom-1 Buffer),P5_GMP_1F_MS-1702B(Coldroom-1 Buffer),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2840,입출문기록(24.6. ~ 25. 6.),SBL P5,516-8-1-1,516-08 P5_MS동_1층_MS-1109(반출도크-1),P5_MS동_1층_MS-1109(반출도크-1),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2841,입출문기록(24.6. ~ 25. 6.),SBL P5,516-9-1-1,516-09  P5_MS동_1층_MS-1110(반출도크-2),P5_MS동_1층_MS-1110(반출도크-2),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2842,입출문기록(24.6. ~ 25. 6.),SBL P5,517-10-1-1,517-10 P5_MS동_8층_MS-8401(공조실 입문),P5_MS동_8층_MS-8401(공조실 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2843,입출문기록(24.6. ~ 25. 6.),SBL P5,517-10-1-2,517-10 P5_MS동_8층_MS-8401(공조실 출문),P5_MS동_8층_MS-8401(공조실 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2844,입출문기록(24.6. ~ 25. 6.),SBL P5,517-1-1-1,517-01 P5_MS동_4층_MS-4631(I/O ROOM),P5_MS동_4층_MS-4631(I/O ROOM),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2845,입출문기록(24.6. ~ 25. 6.),SBL P5,517-11-1-1,517-11 P5_MS동_8층_MS-8901(#1 계단 입문),P5_MS동_8층_MS-8901(#1 계단 입문),IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2846,입출문기록(24.6. ~ 25. 6.),SBL P5,517-11-1-2,517-11 P5_MS동_8층_MS-8901(#1 계단 출문),P5_MS동_8층_MS-8901(#1 계단 출문),OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2847,입출문기록(24.6. ~ 25. 6.),SBL P5,517-12-1-2,517-12 P5_MS동_8층_MS-R904(#4 계단 출문),P5_MS동_8층_MS-R904(#4 계단 출문),OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2848,입출문기록(24.6. ~ 25. 6.),SBL P5,517-2-1-1,517-02 P5_MS동_4층_MS-4632(MCC),P5_MS동_4층_MS-4632(MCC),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2849,입출문기록(24.6. ~ 25. 6.),SBL P5,517-3-1-1,517-03 P5_MS동_5층_MS-5811(실린더 가스룸),P5_MS동_5층_MS-5811(실린더 가스룸),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2850,입출문기록(24.6. ~ 25. 6.),SBL P5,517-4-1-1,517-04 P5_MS동_5층_MS-5812(가스필터룸),P5_MS동_5층_MS-5812(가스필터룸),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2851,입출문기록(24.6. ~ 25. 6.),SBL P5,517-5-1-1,517-05 P5_MS동_5층_MS-5631(MCC),P5_MS동_5층_MS-5631(MCC),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2852,입출문기록(24.6. ~ 25. 6.),SBL P5,517-6-1-1,517-06 P5_MS동_6층_MS-6631(MCC),P5_MS동_6층_MS-6631(MCC),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2853,입출문기록(24.6. ~ 25. 6.),SBL P5,517-7-1-1,517-07 P5_MS동_7층_MS-7631(MCC),P5_MS동_7층_MS-7631(MCC),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2854,입출문기록(24.6. ~ 25. 6.),SBL P5,517-8-1-1,517-08 P5_MS동_7층_MS-7930(7층 미마감 구역),P5_MS동_7층_MS-7930(7층 미마감 구역),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2855,입출문기록(24.6. ~ 25. 6.),SBL P5,517-9-1-1,517-09 P5_MS동_8층_MS-8631(MCC),P5_MS동_8층_MS-8631(MCC),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2856,입출문기록(24.6. ~ 25. 6.),SBL P5,518-10-1-1,518-10 P5_UT동_2층_P5-UT-2101(#1 냉동기실),P5_UT동_2층_P5-UT-2101(#1 냉동기실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2857,입출문기록(24.6. ~ 25. 6.),SBL P5,518-1-1-1,518-01 P5_UT동_1층_P5-UT-1902(#2 계단),P5_UT동_1층_P5-UT-1902(#2 계단),-,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2858,입출문기록(24.6. ~ 25. 6.),SBL P5,518-11-1-1,518-11 P5_UT동_2층_P5-UT-2101(#1 냉동기실),P5_UT동_2층_P5-UT-2101(#1 냉동기실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2859,입출문기록(24.6. ~ 25. 6.),SBL P5,518-12-1-1,518-12 P5_UT동_2층_P5-UT-2102(#2 냉동기실),P5_UT동_2층_P5-UT-2102(#2 냉동기실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2860,입출문기록(24.6. ~ 25. 6.),SBL P5,518-13-1-1,518-13 P5_UT동_2층_P5-UT-2102(#2 냉동기실),P5_UT동_2층_P5-UT-2102(#2 냉동기실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2861,입출문기록(24.6. ~ 25. 6.),SBL P5,518-14-1-1,518-14 P5_UT동_2층_P5-UT-2611(락커룸 전실(남)),P5_UT동_2층_P5-UT-2611(락커룸 전실(남)),-,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
2862,입출문기록(24.6. ~ 25. 6.),SBL P5,518-15-1-1,518-15 P5_UT동_2층_P5-UT-2372(락커룸 전실(여)),P5_UT동_2층_P5-UT-2372(락커룸 전실(여)),-,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
2863,입출문기록(24.6. ~ 25. 6.),SBL P5,518-16-1-1,518-16 P5_UT동_2층_P5-UT-2103(전기실 입문),P5_UT동_2층_P5-UT-2103(전기실 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2864,입출문기록(24.6. ~ 25. 6.),SBL P5,518-16-1-2,518-16 P5_UT동_2층_P5-UT-2103(전기실 출문),P5_UT동_2층_P5-UT-2103(전기실 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2865,입출문기록(24.6. ~ 25. 6.),SBL P5,518-17-1-1,518-17 P5_UT동_2층_P5-UT-2103(전기실 입문),P5_UT동_2층_P5-UT-2103(전기실 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2866,입출문기록(24.6. ~ 25. 6.),SBL P5,518-17-1-2,518-17 P5_UT동_2층_P5-UT-2103(전기실 출문),P5_UT동_2층_P5-UT-2103(전기실 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2867,입출문기록(24.6. ~ 25. 6.),SBL P5,518-18-1-1,518-18 P5_UT동_2층_P5-UT-2103(전기실 입문),P5_UT동_2층_P5-UT-2103(전기실 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2868,입출문기록(24.6. ~ 25. 6.),SBL P5,518-18-1-2,518-18 P5_UT동_2층_P5-UT-2103(전기실 출문),P5_UT동_2층_P5-UT-2103(전기실 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2869,입출문기록(24.6. ~ 25. 6.),SBL P5,518-19-1-1,518-19 P5_UT동_3층_P5-UT-3401(공조실),P5_UT동_3층_P5-UT-3401(공조실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2870,입출문기록(24.6. ~ 25. 6.),SBL P5,518-20-1-1,518-20 P5_UT동_3층_P5-UT-3311(협력사 사무실),P5_UT동_3층_P5-UT-3311(협력사 사무실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2871,입출문기록(24.6. ~ 25. 6.),SBL P5,518-21-1-1,518-21 P5_UT동_3층_P5-UT-3611(I/O ROOM),P5_UT동_3층_P5-UT-3611(I/O ROOM),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2872,입출문기록(24.6. ~ 25. 6.),SBL P5,518-22-1-1,518-22 P5_UT동_3층_P5-UT-3311(협력사 사무실),P5_UT동_3층_P5-UT-3311(협력사 사무실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2873,입출문기록(24.6. ~ 25. 6.),SBL P5,518-23-1-1,518-23 P5_UT동_RF층_P5-UT-R371(1번 계단 옥상 입문),P5_UT동_RF층_P5-UT-R371(1번 계단 옥상 입문),IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2874,입출문기록(24.6. ~ 25. 6.),SBL P5,518-24-1-1,518-24 P5_UT동_1층_P5-UT-1102(전실 입문),P5_UT동_1층_P5-UT-1102(전실 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2875,입출문기록(24.6. ~ 25. 6.),SBL P5,518-24-1-2,518-24 P5_UT동_1층_P5-UT-1102(전실 출문),P5_UT동_1층_P5-UT-1102(전실 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2876,입출문기록(24.6. ~ 25. 6.),SBL P5,518-25-1-1,518-25 P5_UT동_1층_P5-UT-1105(보일러실 입문),P5_UT동_1층_P5-UT-1105(보일러실 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2877,입출문기록(24.6. ~ 25. 6.),SBL P5,518-25-1-2,518-25 P5_UT동_1층_P5-UT-1105(보일러실 출문),P5_UT동_1층_P5-UT-1105(보일러실 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2878,입출문기록(24.6. ~ 25. 6.),SBL P5,518-26-1-1,518-26 P5_UT동_1층_P5-UT-1373(주 출입구 입문),P5_UT동_1층_P5-UT-1373(주 출입구 입문),IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2879,입출문기록(24.6. ~ 25. 6.),SBL P5,518-26-1-2,518-26 P5_UT동_1층_P5-UT-1373(주 출입구 출문),P5_UT동_1층_P5-UT-1373(주 출입구 출문),OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2880,입출문기록(24.6. ~ 25. 6.),SBL P5,518-27-1-1,518-27 P5_UT동_1층_P5-UT-1106(발전기실 입문),P5_UT동_1층_P5-UT-1106(발전기실 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2881,입출문기록(24.6. ~ 25. 6.),SBL P5,518-27-1-2,518-27 P5_UT동_1층_P5-UT-1106(발전기실 출문),P5_UT동_1층_P5-UT-1106(발전기실 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2882,입출문기록(24.6. ~ 25. 6.),SBL P5,518-3-1-1,518-03 P5_UT동_1층_P5-UT-1101(물탱크실),P5_UT동_1층_P5-UT-1101(물탱크실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2883,입출문기록(24.6. ~ 25. 6.),SBL P5,518-4-1-1,518-04 P5_UT동_1층_P5-UT-1851(소방펌프실),P5_UT동_1층_P5-UT-1851(소방펌프실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2884,입출문기록(24.6. ~ 25. 6.),SBL P5,518-5-1-1,518-05 P5_UT동_1층_P5-UT-1903(#3 계단),P5_UT동_1층_P5-UT-1903(#3 계단),-,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2885,입출문기록(24.6. ~ 25. 6.),SBL P5,518-6-1-1,518-06 P5_UT동_1층_P5-UT-1106(발전기실 입문),P5_UT동_1층_P5-UT-1106(발전기실 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2886,입출문기록(24.6. ~ 25. 6.),SBL P5,518-6-1-2,518-06 P5_UT동_1층_P5-UT-1106(발전기실 출문),P5_UT동_1층_P5-UT-1106(발전기실 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2887,입출문기록(24.6. ~ 25. 6.),SBL P5,518-7-1-1,518-07 P5_UT동_1층_P5-UT-1106(발전기실 입문),P5_UT동_1층_P5-UT-1106(발전기실 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2888,입출문기록(24.6. ~ 25. 6.),SBL P5,518-7-1-2,518-07 P5_UT동_1층_P5-UT-1106(발전기실 출문),P5_UT동_1층_P5-UT-1106(발전기실 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2889,입출문기록(24.6. ~ 25. 6.),SBL P5,518-8-1-1,518-08 P5_UT동_1층_P5-UT-1107(경유탱크실),P5_UT동_1층_P5-UT-1107(경유탱크실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2890,입출문기록(24.6. ~ 25. 6.),SBL P5,518-9-1-1,518-09 P5_UT동_1층_P5-UT-1106(발전기실 입문),P5_UT동_1층_P5-UT-1106(발전기실 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2891,입출문기록(24.6. ~ 25. 6.),SBL ADC,51-89-1-1,51-89 ADC_GMP_2F_DS-2138(GOWNING A/L 3-1(IN)),ADC_GMP_2F_DS-2138(GOWNING A/L 3-1(IN)),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
2892,입출문기록(24.6. ~ 25. 6.),SBL ADC,51-89-1-1,51-89 ADC_2F_ DS-2138(갱의실 3-1(IN)),ADC_2F_ DS-2138(갱의실 3-1(IN)),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
2893,입출문기록(24.6. ~ 25. 6.),SBL P5,518-9-1-2,518-09 P5_UT동_1층_P5-UT-1106(발전기실 출문),P5_UT동_1층_P5-UT-1106(발전기실 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2894,입출문기록(24.6. ~ 25. 6.),SBL ADC,51-90-1-1,51-90 ADC_GMP_2F_DS-2139(GOWNING A/L 3-2(OUT)),ADC_GMP_2F_DS-2139(GOWNING A/L 3-2(OUT)),OUT,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
2895,입출문기록(24.6. ~ 25. 6.),SBL ADC,51-90-1-1,51-90 ADC_2F_ DS-2139(갱의실 3-2(OUT)),ADC_2F_ DS-2139(갱의실 3-2(OUT)),OUT,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
2896,입출문기록(24.6. ~ 25. 6.),SBL P5,519-10-1-1,519-10 P5_WWT동_3층_P5-WT-3301(CCR),P5_WWT동_3층_P5-WT-3301(CCR),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2897,입출문기록(24.6. ~ 25. 6.),SBL ADC,51-91-1-1,51-91 ADC_GMP_2F_DS-2151(GOWNING A/L 3-6(IN)),ADC_GMP_2F_DS-2151(GOWNING A/L 3-6(IN)),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
2898,입출문기록(24.6. ~ 25. 6.),SBL ADC,51-91-1-1,51-91 ADC_2F_ DS-2151(갱의실 3-6(IN)),ADC_2F_ DS-2151(갱의실 3-6(IN)),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
2899,입출문기록(24.6. ~ 25. 6.),SBL P5,519-11-1-1,519-11 P5_WWT동_3층_P5-WT-3381(#2 전실 입문),P5_WWT동_3층_P5-WT-3381(#2 전실 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2900,입출문기록(24.6. ~ 25. 6.),SBL P5,519-11-1-2,519-11 P5_WWT동_3층_P5-WT-3381(#2 전실 출문),P5_WWT동_3층_P5-WT-3381(#2 전실 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2901,입출문기록(24.6. ~ 25. 6.),SBL P5,519-12-1-1,519-12 P5_WWT동_3층_P5-WT-3381(MCC 입문),P5_WWT동_3층_P5-WT-3381(MCC 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2902,입출문기록(24.6. ~ 25. 6.),SBL P5,519-13-1-1,519-13 P5_WWT동_RF층_P5-WT-R902(#1 계단 입문),P5_WWT동_RF층_P5-WT-R902(#1 계단 입문),IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2903,입출문기록(24.6. ~ 25. 6.),SBL P5,519-14-1-1,519-14 P5_GMP_1F_US-1202(Receiving/Shipping Dock),P5_GMP_1F_US-1202(Receiving/Shipping Dock),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2904,입출문기록(24.6. ~ 25. 6.),SBL P5,519-15-1-1,519-15 P5_US동_1층_P5-US-1611(전기실),P5_US동_1층_P5-US-1611(전기실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2905,입출문기록(24.6. ~ 25. 6.),SBL P5,519-16-1-1,519-16 P5_US동_1층_P5-US-1401(공조실),P5_US동_1층_P5-US-1401(공조실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2906,입출문기록(24.6. ~ 25. 6.),SBL P5,519-17-1-1,519-17 P5_CT동_1층_P5-CT-1101(펌프실),P5_CT동_1층_P5-CT-1101(펌프실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2907,입출문기록(24.6. ~ 25. 6.),SBL P5,519-18-1-1,519-18 P5_CT동_1층_P5-CT-1101(펌프실),P5_CT동_1층_P5-CT-1101(펌프실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2908,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,519-19-1-1,519-19 P5_US동_1층_P5-US-1401(Office 입문),P5_US동_1층_P5-US-1401(Office 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2909,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,519-19-1-2,519-19 P5_US동_1층_P5-US-1401(Office 출문),P5_US동_1층_P5-US-1401(Office 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2910,입출문기록(24.6. ~ 25. 6.),SBL P5,519-2-1-1,519-02 P5_WWT동_1층_P5-WT-1103(약품하역장 입문),P5_WWT동_1층_P5-WT-1103(약품하역장 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2911,입출문기록(24.6. ~ 25. 6.),SBL ADC,51-92-1-1,51-92 ADC_GMP_2F_DS-2152(GOWNING A/L 3-7(OUT)),ADC_GMP_2F_DS-2152(GOWNING A/L 3-7(OUT)),OUT,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
2912,입출문기록(24.6. ~ 25. 6.),SBL ADC,51-92-1-1,51-92 ADC_2F_ DS-2152(갱의실 3-7(OUT)),ADC_2F_ DS-2152(갱의실 3-7(OUT)),OUT,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
2913,입출문기록(24.6. ~ 25. 6.),SBL P5,519-2-1-2,519-02 P5_WWT동_1층_P5-WT-1103(약품하역장 출문),P5_WWT동_1층_P5-WT-1103(약품하역장 출문),OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2914,입출문기록(24.6. ~ 25. 6.),SBL P5,519-3-1-1,519-03 P5_WWT동_1층_P5-WT-1102(홀 입문),P5_WWT동_1층_P5-WT-1102(홀 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2915,입출문기록(24.6. ~ 25. 6.),SBL P5,519-3-1-2,519-03 P5_WWT동_1층_P5-WT-1102(홀 출문),P5_WWT동_1층_P5-WT-1102(홀 출문),OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2916,입출문기록(24.6. ~ 25. 6.),SBL P5,519-4-1-1,519-04 P5_WWT동_1층_P5-WT-1371(펌프실 입문),P5_WWT동_1층_P5-WT-1371(펌프실 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2917,입출문기록(24.6. ~ 25. 6.),SBL P5,519-4-1-2,519-04 P5_WWT동_1층_P5-WT-1371(펌프실 출문),P5_WWT동_1층_P5-WT-1371(펌프실 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2918,입출문기록(24.6. ~ 25. 6.),SBL P5,519-5-1-1,519-05 P5_WWT동_3층_P5-WT-3611(#1 전실 입문),P5_WWT동_3층_P5-WT-3611(#1 전실 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2919,입출문기록(24.6. ~ 25. 6.),SBL P5,519-6-1-1,519-06 P5_WWT동_3층_P5-WT-3631(I/O ROOM),P5_WWT동_3층_P5-WT-3631(I/O ROOM),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2920,입출문기록(24.6. ~ 25. 6.),SBL P5,519-7-1-1,519-07 P5_WWT동_3층_P5-WT-3314(MCC),P5_WWT동_3층_P5-WT-3314(MCC),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2921,입출문기록(24.6. ~ 25. 6.),SBL P5,519-8-1-1,519-08 P5_WWT동_3층_P5-WT-3502(분석기실),P5_WWT동_3층_P5-WT-3502(분석기실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2922,입출문기록(24.6. ~ 25. 6.),SBL P5,519-9-1-1,519-09 P5_WWT동_3층_P5-WT-3501(TMS),P5_WWT동_3층_P5-WT-3501(TMS),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2923,입출문기록(24.6. ~ 25. 6.),SBL P5,521-10-1-1,521-10 P5_임시보안동_1층_(장비실 입문),P5_임시보안동_1층_(장비실 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2924,입출문기록(24.6. ~ 25. 6.),SBL P5,521-1-1-1,521-01 P5_가설식당_1층_(사무실),P5_가설식당_1층_(사무실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2925,입출문기록(24.6. ~ 25. 6.),SBL P5,521-2-1-1,521-02 P5_가설식당_1층_(출입문),P5_가설식당_1층_(출입문),-,비근무영역,N,휴게공간,1,N1,"식사, 휴게"
2926,입출문기록(24.6. ~ 25. 6.),SBL P5,521-3-1-1,521-03 P5_임시보안동_1층_((남)휴게실),P5_임시보안동_1층_((남)휴게실),-,비근무영역,N,휴게공간,1,N1,"식사, 휴게"
2927,입출문기록(24.6. ~ 25. 6.),SBL P5,521-4-1-1,521-04 P5_임시보안동_1층_(상황실 입문),P5_임시보안동_1층_(상황실 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2928,입출문기록(24.6. ~ 25. 6.),SBL P5,521-4-1-2,521-04 P5_임시보안동_1층_(상황실 출문),P5_임시보안동_1층_(상황실 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2929,입출문기록(24.6. ~ 25. 6.),SBL P5,521-6-1-1,521-06 P5_임시보안동_1층_(반출입센터),P5_임시보안동_1층_(반출입센터),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2930,입출문기록(24.6. ~ 25. 6.),SBL P5,521-7-1-1,521-07 P5_임시보안동_1층_(보안교육장사무실),P5_임시보안동_1층_(보안교육장사무실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2931,입출문기록(24.6. ~ 25. 6.),SBL P5,521-8-1-1,521-08 P5_임시보안동_1층_(보안사무실),P5_임시보안동_1층_(보안사무실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2932,입출문기록(24.6. ~ 25. 6.),SBL P5,521-9-1-1,521-09 P5_임시보안동_1층_(보안사무실 외부 입문),P5_임시보안동_1층_(보안사무실 외부 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2933,입출문기록(24.6. ~ 25. 6.),SBL P5,521-9-1-2,521-09 P5_임시보안동_1층_(보안사무실 외부 출문),P5_임시보안동_1층_(보안사무실 외부 출문),OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2934,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-10-1-1,523-10 P5_DS동_Spine 방향 화물 Gate 입문,P5_DS동_Spine 방향 화물 Gate 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2935,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-10-1-2,523-10 P5_DS동_Spine 방향 화물 Gate 출문,P5_DS동_Spine 방향 화물 Gate 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2936,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-1-1-1,523-01 P5_DS동_Sub 로비 화물 Gate 입문,P5_DS동_Sub 로비 화물 Gate 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2937,입출문기록(24.6. ~ 25. 6.),SBL P5,523-1-1-1,523-05 P5_DS동_북서측 화물 GATE 입문,P5_DS동_북서측 화물 GATE 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2938,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-11-1-1,523-11 P5_DS동_Spine 방향 S/G #1 입문,P5_DS동_Spine 방향 S/G #1 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2939,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-11-1-2,523-11 P5_DS동_Spine 방향 S/G #1 출문,P5_DS동_Spine 방향 S/G #1 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2940,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-1-1-2,523-01 P5_DS동_Sub 로비 화물 Gate 출문,P5_DS동_Sub 로비 화물 Gate 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
